"Producto,""Creado el"",""Valor unitario"""
"ANILLO BOMBE (1) (17),""2025-10-23 15:34:53"",""0.0"""
"ANILLO BOMBE (1) (17),""2025-10-23 15:41:18"",""0.0"""
"Prueba,""2025-10-30 12:39:34"",""0.0"""
"[100032] BANDOLERA CARLA (FIORENTINO, CEDRO),""2025-12-08 19:52:14"",""0.0"""
"[101360] PORTALAPTOP MILTON (BRIDGE, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[101361] PORTALAPTOP MILTON (BRIDGE, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101363] PORTALAPTOP MILTON (FIORENTINO, CEDRO),""2025-12-08 19:52:14"",""0.0"""
"[101365] PORTALAPTOP MILTON (MODENA, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101367] PORTALENTES COLBY (BRIDGE, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[100991] LLAVERO KAREN (MALBEC/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[100994] LLAVERO KAREN (NEGRO/GRIS OSCURO),""2025-12-08 19:52:14"",""0.0"""
"[101417] PORTALENTES MANU (VAQUETA, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[101419] PORTALENTES MANU (VAQUETA, NATURAL),""2025-12-08 19:52:14"",""0.0"""
"[101420] PORTALENTES MANU (VAQUETA, SUELA),""2025-12-08 19:52:14"",""0.0"""
"[101728] TARJETERO HARRY (FIORENTINO, CEDRO),""2025-12-08 19:52:14"",""0.0"""
"[100495] CARTERA CHALTEN (BRIDGE, LONDON),""2025-12-08 19:52:14"",""0.0"""
"[100499] CARTERA CHALTEN (BRIDGE, TABACO),""2025-12-08 19:52:14"",""0.0"""
"[100984] LLAVERO KAREN (CARAMELO/AZUL),""2025-12-08 19:52:14"",""0.0"""
"[101099] MOCHILA PIETRO (DUNA, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101128] MONEDERO CORY (DUNA, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101132] MONEDERO CORY (NAPADO, CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[101133] MONEDERO CORY (NAPADO, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[101205] NECESSAIRE FELI (BRIDGE, CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[101206] NECESSAIRE FELI (BRIDGE, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101208] NECESSAIRE FELI (BRIDGE, TABACO),""2025-12-08 19:52:14"",""0.0"""
"[101209] NECESSAIRE FELI (IGUANA, CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[101210] NECESSAIRE FELI (IGUANA, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101211] NECESSAIRE FELI (IGUANA, ROJO),""2025-12-08 19:52:14"",""0.0"""
"[101254] PHONEBAG TAURUS (CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[101418] PORTALENTES MANU (VAQUETA, DULCE DE LECHE),""2025-12-08 19:52:14"",""0.0"""
"[101094] MOCHILA PACARI (FIORENTINO, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101086] MOCHILA PACARI (BRIDGE, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[100435] CARTERA AMARILLA C/CIERRE (LONDON),""2025-12-08 19:52:14"",""0.0"""
"[100028] BANDOLERA CARLA (BRIDGE, LONDON),""2025-12-08 19:52:14"",""0.0"""
"[100244] BOLSO LIHUEN (BRIDGE, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[101777] TARJETERO ROMA (BRIDGE, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[100212] BILLETERA MILO SIMPLE (DUNA, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101434] PORTALENTES ORION (VINTAGE, MEDIO),""2025-12-08 19:52:14"",""0.0"""
"[100199] BILLETERA LUCA (NAPADO, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[100201] BILLETERA LUCA (NAPADO, ROJO),""2025-12-08 19:52:14"",""0.0"""
"[100571] CARTERA MINI APHOLO SET SOBRE (BRIDGE, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[101558] RIÑONERA CRUZ L (BRIDGE, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[101563] RIÑONERA CRUZ S (BRIDGE, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[101569] RIÑONERA CRUZ S (FIORENTINO, CEDRO),""2025-12-08 19:52:14"",""0.0"""
"[101095] MOCHILA PACARI (VINTAGE, LIGHT),""2025-12-08 19:52:14"",""0.0"""
"[100192] BILLETERA LUCA (DUNA, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101378] PORTALENTES COLBY (VINTAGE, MEDIO),""2025-12-08 19:52:14"",""0.0"""
"[100979] LLAVERO KAREN (AZUL/AZUL),""2025-12-08 19:52:14"",""0.0"""
"[101427] PORTALENTES ORION (NAPADO, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[101153] MONEDERO LUISA (BRIDGE, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[101154] MONEDERO LUISA (BRIDGE, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101157] MONEDERO LUISA (NAPADO, CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[100078] BANDOLERA NEW VICENTA (DESCARNE, AZUL),""2025-12-08 19:52:14"",""0.0"""
"[100080] BANDOLERA NEW VICENTA (GAMUZA, VESUBIO/TABACO),""2025-12-08 19:52:14"",""0.0"""
"[100081] BANDOLERA NEW VICENTA (NAPADO, CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[100585] CARTERA MINI EMMA (NAPADO, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101235] NECESSAIRE TOM (BRIDGE, CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[101236] NECESSAIRE TOM (BRIDGE, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[101238] NECESSAIRE TOM (BRIDGE, ROJO),""2025-12-08 19:52:14"",""0.0"""
"[101239] NECESSAIRE TOM (BRIDGE, TABACO),""2025-12-08 19:52:14"",""0.0"""
"[101317] PORTAFOLIO VENUS CHICO (GAMUZA, AZUL/CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[101318] PORTAFOLIO VENUS CHICO (GAMUZA, GRIS MEDIO/CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[101320] PORTAFOLIO VENUS CHICO (GAMUZA, OLIVE/TABACO),""2025-12-08 19:52:14"",""0.0"""
"[101321] PORTAFOLIO VENUS CHICO (GAMUZA, VESUBIO/TABACO),""2025-12-08 19:52:14"",""0.0"""
"[101317] PORTAFOLIO VENUS CHICO (GAMUZA, AZUL/CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[100531] CARTERA LEANDRA (NAPADO, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[100532] CARTERA LEANDRA (NAPADO, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101103] MOCHILA PORTIA (BRIDGE, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[101343] PORTALAPTOP ELOY (FIORENTINO, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101682] TAG SIMPLE (CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[101686] TAG SIMPLE (VERDE),""2025-12-08 19:52:14"",""0.0"""
"[100511] CARTERA EMILIA (CRASH, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[100512] CARTERA EMILIA (DUNA, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[100513] CARTERA EMILIA (NAPADO, CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[100514] CARTERA EMILIA (NAPADO, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[101122] MONEDERO AMBAR (NAPADO, ROJO),""2025-12-08 19:52:14"",""0.0"""
"[101151] MONEDERO GRACE (VINTAGE, MEDIO),""2025-12-08 19:52:14"",""0.0"""
"[100085] BANDOLERA NEW VICENTA (NAPADO, SUELA),""2025-12-08 19:52:14"",""0.0"""
"[101237] NECESSAIRE TOM (BRIDGE, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101240] NECESSAIRE TOM (DUNA, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[100127] BILLETERA ADAM (BRIDGE, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[100082] BANDOLERA NEW VICENTA (NAPADO, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[100552] CARTERA LISBOA (NAPADO, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[100797] CINTURON TOKIO (110),""2025-12-08 19:52:14"",""0.0"""
"[100798] CINTURON TOKIO (13),""2025-12-08 19:52:14"",""0.0"""
"[101118] MONEDERO AMBAR (DUNA, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101467] PORTAPASAPORTE RON (CRASH, AZUL),""2025-12-08 19:52:14"",""0.0"""
"[100182] BILLETERA LIAM (NAPADO, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[100179] BILLETERA LIAM (DUNA, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101507] REMERA AMADEO (S, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101508] REMERA AMADEO (M, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101509] REMERA AMADEO (L, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101510] REMERA AMADEO (XL, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101511] REMERA AMADEO (2XL, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101517] REMERA AMADEO (S, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101518] REMERA AMADEO (M, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101519] REMERA AMADEO (L, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101520] REMERA AMADEO (XL, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101521] REMERA AMADEO (2XL, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101512] REMERA AMADEO (S, CHARCOAL),""2025-12-08 19:52:14"",""0.0"""
"[101513] REMERA AMADEO (M, CHARCOAL),""2025-12-08 19:52:14"",""0.0"""
"[101514] REMERA AMADEO (L, CHARCOAL),""2025-12-08 19:52:14"",""0.0"""
"[101515] REMERA AMADEO (XL, CHARCOAL),""2025-12-08 19:52:14"",""0.0"""
"[101516] REMERA AMADEO (2XL, CHARCOAL),""2025-12-08 19:52:14"",""0.0"""
"[101530] REMERA DANA (L, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101529] REMERA DANA (M, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101528] REMERA DANA (S, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101527] REMERA DANA (XS, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101545] REMERA DANA (L, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101544] REMERA DANA (M, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101543] REMERA DANA (S, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101546] REMERA DANA (XL, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101542] REMERA DANA (XS, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101535] REMERA DANA (L, CHARCOAL),""2025-12-08 19:52:14"",""0.0"""
"[101534] REMERA DANA (M, CHARCOAL),""2025-12-08 19:52:14"",""0.0"""
"[101533] REMERA DANA (S, CHARCOAL),""2025-12-08 19:52:14"",""0.0"""
"[101532] REMERA DANA (XS, CHARCOAL),""2025-12-08 19:52:14"",""0.0"""
"[101539] REMERA DANA (M, HUESO),""2025-12-08 19:52:14"",""0.0"""
"[101538] REMERA DANA (S, HUESO),""2025-12-08 19:52:14"",""0.0"""
"[101537] REMERA DANA (XS, HUESO),""2025-12-08 19:52:14"",""0.0"""
"[101550] REMERA NOA (L, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101549] REMERA NOA (M, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101548] REMERA NOA (S, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101551] REMERA NOA (XL, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101547] REMERA NOA (XS, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101555] REMERA NOA (L, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101554] REMERA NOA (M, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101553] REMERA NOA (S, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101556] REMERA NOA (XL, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101552] REMERA NOA (XS, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[100084] BANDOLERA NEW VICENTA (NAPADO, ROJO),""2025-12-08 19:52:14"",""0.0"""
"[101147] MONEDERO GRACE (MODENA, VERDE),""2025-12-08 19:52:14"",""0.0"""
"[100458] CARTERA AMARILLA SET SOBRE (MODENA, VERDE),""2025-12-08 19:52:14"",""0.0"""
"[100562] CARTERA LONDRES (MODENA, VERDE),""2025-12-08 19:52:14"",""0.0"""
"[101531] REMERA DANA (XL, BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101540] REMERA DANA (L, HUESO),""2025-12-08 19:52:14"",""0.0"""
"[101541] REMERA DANA (XL, HUESO),""2025-12-08 19:52:14"",""0.0"""
"[101536] REMERA DANA (XL, CHARCOAL),""2025-12-08 19:52:14"",""0.0"""
"[100616] CHALINA EXEDRA (BEIGE),""2025-12-08 19:52:14"",""0.0"""
"[100620] CHALINA EXEDRA (OFF WHITE),""2025-12-08 19:52:14"",""0.0"""
"[100619] CHALINA EXEDRA (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101025] MEDIAS MEDIA CAÑA (BEIGE),""2025-12-08 19:52:14"",""0.0"""
"[101026] MEDIAS MEDIA CAÑA (BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101027] MEDIAS MEDIA CAÑA (GRIS),""2025-12-08 19:52:14"",""0.0"""
"[101028] MEDIAS MEDIA CAÑA (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101029] MEDIAS MEDIA CAÑA (VISON),""2025-12-08 19:52:14"",""0.0"""
"[101020] MEDIAS DE VESTIR 207 (AZUL MARINO),""2025-12-08 19:52:14"",""0.0"""
"[101021] MEDIAS DE VESTIR 207 (CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[101022] MEDIAS DE VESTIR 207 (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101023] MEDIAS DE VESTIR 472 (1 (38-41)),""2025-12-08 19:52:14"",""0.0"""
"[101024] MEDIAS DE VESTIR 472 (2 (42-45)),""2025-12-08 19:52:14"",""0.0"""
"[100913] LLAVERO ABC (A, MALBEC/AZUL),""2025-12-08 19:52:14"",""0.0"""
"[100926] LLAVERO ABC (F, NEGRO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[103192] LLAVERO ABC (B, SUELA/OLIVE),""2025-12-08 19:52:14"",""0.0"""
"[100915] LLAVERO ABC (B, CARAMELO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[100927] LLAVERO ABC (G, CARAMELO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[100219] BILLETERA OSADIA (MODENA, VERDE),""2025-12-08 19:52:14"",""0.0"""
"[101717] TARJETERO BILL (MODENA, VERDE),""2025-12-08 19:52:14"",""0.0"""
"[100618] CHALINA EXEDRA (GRIS),""2025-12-08 19:52:14"",""0.0"""
"[100422] CARRY ON JAMES (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[100423] CARRY ON JAMES (TABACO),""2025-12-08 19:52:14"",""0.0"""
"[100581] CARTERA MINI APHOLO SET SOBRE (MODENA, AZUL),""2025-12-08 19:52:14"",""0.0"""
"[101019] MATERA RENE FULL BLACK,""2025-12-08 19:52:14"",""0.0"""
"[101062] MOCHILA IKER (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101295] PORTAFOLIO BIEL (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101296] PORTAFOLIO BIEL (TABACO),""2025-12-08 19:52:14"",""0.0"""
"[100077] BANDOLERA NEW VICENTA (BRIDGE, ROJO),""2025-12-08 19:52:14"",""0.0"""
"[100808] CINTURON VAQUETA (105, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[100810] CINTURON VAQUETA (115, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101031] MEDIAS MEDIA CAÑA CORTAS (BLANCO),""2025-12-08 19:52:14"",""0.0"""
"[101034] MEDIAS MEDIA CAÑA CORTAS (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101030] MEDIAS MEDIA CAÑA CORTAS (AZUL MARINO),""2025-12-08 19:52:14"",""0.0"""
"[101033] MEDIAS MEDIA CAÑA CORTAS (GRIS MELANGE 75),""2025-12-08 19:52:14"",""0.0"""
"[101032] MEDIAS MEDIA CAÑA CORTAS (GRIS MELANGE 25),""2025-12-08 19:52:14"",""0.0"""
"[101814] TOTE IRUYA (NAPADO, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101815] TOTE IRUYA (NAPADO, SUELA),""2025-12-08 19:52:14"",""0.0"""
"[101812] TOTE IRUYA (NAPADO, CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[100841] GORRO FLORA (CRUDO),""2025-12-08 19:52:14"",""0.0"""
"[100842] GORRO FLORA (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101259] PILUSO DORA (CRUDO),""2025-12-08 19:52:14"",""0.0"""
"[101485] PORTAVINO CAFAYATE (VAQUETA, NATURAL),""2025-12-08 19:52:14"",""0.0"""
"[101486] PORTAVINO CAFAYATE (VAQUETA, SUELA),""2025-12-08 19:52:14"",""0.0"""
"[100608] CARTUCHERA MONT (MODENA, AZUL),""2025-12-08 19:52:14"",""0.0"""
"[100516] CARTERA HARPER (GAMUZA, AZUL/TABACO),""2025-12-08 19:52:14"",""0.0"""
"[100518] CARTERA HARPER (GAMUZA, VESUBIO/TABACO),""2025-12-08 19:52:14"",""0.0"""
"[100828] ESPEJO RECTANGULAR (CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[100829] ESPEJO RECTANGULAR (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[100830] ESPEJO RECTANGULAR (ROJO),""2025-12-08 19:52:14"",""0.0"""
"[100252] BOLSO TUBO GRANDE (BRIDGE, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[100241] BOLSO ENRICO (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[100242] BOLSO ENRICO (TABACO),""2025-12-08 19:52:14"",""0.0"""
"[101013] MALETIN BORIS (TABACO),""2025-12-08 19:52:14"",""0.0"""
"[101109] MOCHILA SIMON,""2025-12-08 19:52:14"",""0.0"""
"[100137] BILLETERA ARLO (BRIDGE, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[100138] BILLETERA ARLO (BRIDGE, TABACO),""2025-12-08 19:52:14"",""0.0"""
"[100916] LLAVERO ABC (B, MALBEC/AZUL),""2025-12-08 19:52:14"",""0.0"""
"[100923] LLAVERO ABC (D, NEGRO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[103193] LLAVERO ABC (D, SUELA/OLIVE),""2025-12-08 19:52:14"",""0.0"""
"[100922] LLAVERO ABC (D, MALBEC/AZUL),""2025-12-08 19:52:14"",""0.0"""
"[100958] LLAVERO ABC (L, NEGRO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[103197] LLAVERO ABC (L, SUELA/OLIVE),""2025-12-08 19:52:14"",""0.0"""
"[100936] LLAVERO ABC (N, CARAMELO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[100955] LLAVERO ABC (S, NEGRO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[100925] LLAVERO ABC (F, MALBEC/AZUL),""2025-12-08 19:52:14"",""0.0"""
"[100956] LLAVERO ABC (L, CARAMELO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[101522] REMERA AMADEO (S, VERDE),""2025-12-08 19:52:14"",""0.0"""
"[101524] REMERA AMADEO (L, VERDE),""2025-12-08 19:52:14"",""0.0"""
"[100289] BOTINERO MARCOS 30 (BRIDGE, TABACO),""2025-12-08 19:52:14"",""0.0"""
"[100284] BOTINERO MARCOS 30 (BRIDGE, CAFE/TABACO),""2025-12-08 19:52:14"",""0.0"""
"[100930] LLAVERO ABC (J, CARAMELO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[100947] LLAVERO ABC (V, NEGRO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[100950] LLAVERO ABC (Y, NEGRO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[103999] LLAVERO ABC (Y, SUELA/OLIVE),""2025-12-08 19:52:14"",""0.0"""
"[101260] PILUSO DORA (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101772] TARJETERO NEW KENNY (BRIDGE, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101774] TARJETERO NEW KENNY (BRIDGE, TABACO),""2025-12-08 19:52:14"",""0.0"""
"[100100] BANDOLERA SAGITTA (MODENA, VERDE),""2025-12-08 19:52:14"",""0.0"""
"[101813] TOTE IRUYA (NAPADO, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[101489] PORTAVINO TANDIL (BRIDGE, CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[101491] PORTAVINO TANDIL (BRIDGE, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101492] PORTAVINO TANDIL (BRIDGE, TABACO),""2025-12-08 19:52:14"",""0.0"""
"[101016] MATERA OLI (BRIDGE, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101014] MATERA OLI (BRIDGE, CHOCOLATE),""2025-12-08 19:52:14"",""0.0"""
"[101018] MATERA OLI (PELO, MARRON/TABACO),""2025-12-08 19:52:14"",""0.0"""
"[100935] LLAVERO ABC (K, NEGRO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[100934] LLAVERO ABC (K, MALBEC/AZUL),""2025-12-08 19:52:14"",""0.0"""
"[100949] LLAVERO ABC (Y, MALBEC/AZUL),""2025-12-08 19:52:14"",""0.0"""
"[100948] LLAVERO ABC (Y, CARAMELO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[101498] PORTAVINO UCO (BRIDGE, CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[101500] PORTAVINO UCO (BRIDGE, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101501] PORTAVINO UCO (BRIDGE, TABACO),""2025-12-08 19:52:14"",""0.0"""
"[100933] LLAVERO ABC (K, CARAMELO/OXIDO),""2025-12-08 19:52:14"",""0.0"""
"[100007] BANDOLERA ANTONIETA (BRIDGE, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[101495] PORTAVINO TUNUYAN (AZUL/TABACO),""2025-12-08 19:52:14"",""0.0"""
"[101497] PORTAVINO TUNUYAN (VESUBIO/TABACO),""2025-12-08 19:52:14"",""0.0"""
"[101406] PORTALENTES LUZ BIFAZ (AZUL),""2025-12-08 19:52:14"",""0.0"""
"[101407] PORTALENTES LUZ BIFAZ (VERDE),""2025-12-08 19:52:14"",""0.0"""
"[101490] PORTAVINO TANDIL (BRIDGE, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[101773] TARJETERO NEW KENNY (BRIDGE, ROJO),""2025-12-08 19:52:14"",""0.0"""
"[101458] PORTAPASAPORTE CHESTER BIFAZ (NEGRO/SUELA),""2025-12-08 19:52:14"",""0.0"""
"[101459] PORTAPASAPORTE CHESTER BIFAZ (VERDE/SUELA),""2025-12-08 19:52:14"",""0.0"""
"[101701] TARJETERO ARIES BIFAZ (AZUL),""2025-12-08 19:52:14"",""0.0"""
"[101702] TARJETERO ARIES BIFAZ (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101703] TARJETERO ARIES BIFAZ (VERDE),""2025-12-08 19:52:14"",""0.0"""
"[100617] CHALINA EXEDRA (CELESTE),""2025-12-08 19:52:14"",""0.0"""
"[100621] CHALINA EXEDRA (ROSA),""2025-12-08 19:52:14"",""0.0"""
"[101499] PORTAVINO UCO (BRIDGE, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[100466] CARTERA AMARILLA SET SOBRE BIFAZ (NEGRO/SUELA),""2025-12-08 19:52:14"",""0.0"""
"[100465] CARTERA AMARILLA SET SOBRE BIFAZ (AZUL/SUELA),""2025-12-08 19:52:14"",""0.0"""
"[100467] CARTERA AMARILLA SET SOBRE BIFAZ (VERDE/SUELA),""2025-12-08 19:52:14"",""0.0"""
"[101503] PORTAVINO UCO (PELO, HOLANDO),""2025-12-08 19:52:14"",""0.0"""
"[101504] PORTAVINO UCO (PELO, MARRON ROJIZO),""2025-12-08 19:52:14"",""0.0"""
"[100287] BOTINERO MARCOS 30 (BRIDGE, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[101036] MEDIAS MEDIA CAÑA FANTASIA (MULTIRAYAS, NEGRO/GRIS MELANGE),""2025-12-08 19:52:14"",""0.0"""
"[101035] MEDIAS MEDIA CAÑA FANTASIA (MULTIRAYAS, GRIS OSCURO/GRIS CLARO),""2025-12-08 19:52:14"",""0.0"""
"[101038] MEDIAS MEDIA CAÑA FANTASIA (ROMBOS, NEGRO/ROJO),""2025-12-08 19:52:14"",""0.0"""
"[101037] MEDIAS MEDIA CAÑA FANTASIA (ROMBOS, CRUDO/CELESTE),""2025-12-08 19:52:14"",""0.0"""
"[101040] MEDIAS MEDIA CAÑA FANTASIA (ROMBOS CHICOS, GRIS OSCURO/GRIS CLARO),""2025-12-08 19:52:14"",""0.0"""
"[101039] MEDIAS MEDIA CAÑA FANTASIA (ROMBOS CHICOS, GRIS CLARO/GRIS OSCURO),""2025-12-08 19:52:14"",""0.0"""
"[101771] TARJETERO NEW KENNY (BRIDGE, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[101804] TOTE CACHI  (DUNA, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101807] TOTE CACHI  (NAPADO, CARAMELO),""2025-12-08 19:52:14"",""0.0"""
"[101809] TOTE CACHI  (NAPADO, SUELA),""2025-12-08 19:52:14"",""0.0"""
"[101110] MOCHILA TECH 210512,""2025-12-08 19:52:14"",""0.0"""
"[101111] MOCHILA TECH 21066,""2025-12-08 19:52:14"",""0.0"""
"[101112] MOCHILA TECH 21076,""2025-12-08 19:52:14"",""0.0"""
"[101114] MOCHILA TECH 2551 (GRIS MEDIO),""2025-12-08 19:52:14"",""0.0"""
"[101115] MOCHILA TECH 2551 (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[101116] MOCHILA TECH 40998,""2025-12-08 19:52:14"",""0.0"""
"[103191] LLAVERO ABC (A, SUELA/OLIVE),""2025-12-08 19:52:14"",""0.0"""
"[100249] BOLSO ROQUE (NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[100521] CARTERA INES (BRIDGE, NEGRO),""2025-12-08 19:52:14"",""0.0"""
"[100771] CINTURON RUS (S-M, MARRON ROJIZO),""2025-12-08 19:52:14"",""0.0"""
"[100973] LLAVERO INICIALES (NAPADO, SUELA),""2025-12-08 19:52:14"",""0.0"""
"[100970] LLAVERO INICIALES (NAPADO, MALBEC),""2025-12-08 19:52:14"",""0.0"""
"[100843] GORRO FRED (M),""2025-12-08 19:52:14"",""0.0"""
"[100844] GORRO FRED (L),""2025-12-08 19:52:14"",""0.0"""
"[100859] GORRO SEA (M, GRIS OSCURO),""2025-12-08 19:52:14"",""0.0"""
